name,type,hp,card_type,sub_type,evolves_from,attacks,ex_rule,weaknesses,retreat_cost,artist,card_description,set,id,rarity,pack,versions,image,ability
Pikachu ex,Lightning,120,Pokémon,Basic,,"[{'name': 'Circle Circuit', 'damage': '30x', 'energy': ['Electric', 'Electric'], 'description': 'This attack does 30 damage for each of your Benched [L] Pokémon.'}]",,Fighting,1,PLANETA CG Works,,Genetic Apex (A1),A1-96,◊◊◊◊,Pikachu pack,"['Genetic Apex #96 ◊◊◊◊', 'Genetic Apex #259 ☆☆', 'Genetic Apex #281 ☆☆☆', 'Genetic Apex #285 Crown Rare']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_096_EN_SM.webp,
Magnemite,Lightning,60,Pokémon,Basic,,"[{'name': 'Lightning Ball', 'damage': '20', 'energy': ['Electric']}]",,Fighting,1,sowsow,"The electromagnetic waves emitted by the units at the sides of its head expel antigravity, which allows it to float.",Genetic Apex (A1),A1-97,◊,Pikachu pack,"['Genetic Apex #97 ◊', 'Promo-A #24', 'Wisdom of Sea and Sky #217 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_097_EN_SM.webp,
Magneton,Lightning,80,Pokémon,Stage 1,Magnemite,"[{'name': 'Spinning Attack', 'damage': '60', 'energy': ['Electric', 'Normal', 'Normal', 'Normal']}]",,Fighting,2,kirisAki,Three Magnemite are linked by a strong magnetic force. Earaches will occur if you get too close.,Genetic Apex (A1),A1-98,◊◊◊,Pikachu pack,"['Genetic Apex #98 ◊◊◊', 'Wisdom of Sea and Sky #218 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_098_EN_SM.webp,"Volt Charge: Once during your turn, you may take a [L] Energy from your Energy Zone and attach it to this Pokémon."
Voltorb,Lightning,60,Pokémon,Basic,,"[{'name': 'Tackle', 'damage': '20', 'energy': ['Electric']}]",,Fighting,1,SATOSHI NAKAI,"It rolls to move. If the ground is uneven, a sudden jolt from hitting a bump can cause it to explode.",Genetic Apex (A1),A1-99,◊,Pikachu pack,['Genetic Apex #99 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_099_EN_SM.webp,
Electrode,Lightning,80,Pokémon,Stage 1,Voltorb,"[{'name': 'Electro Ball', 'damage': '70', 'energy': ['Electric', 'Electric']}]",,Fighting,0,Asako Ito,"The more energy it charges up, the faster it gets. But this also makes it more likely to explode.",Genetic Apex (A1),A1-100,◊◊,Pikachu pack,"['Genetic Apex #100 ◊◊', 'Genetic Apex #235 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_100_EN_SM.webp,
Electabuzz,Lightning,70,Pokémon,Basic,,"[{'name': 'Thunder Punch', 'damage': '40+', 'energy': ['Electric', 'Electric'], 'description': 'Flip a coin. If heads, this attack does 40 more damage. If tails, this Pokémon also does 20 damage to itself.'}]",,Fighting,1,Ryuta Fuse,Many power plants keep Ground-type Pokémon around as a defense against Electabuzz that come seeking electricity.,Genetic Apex (A1),A1-101,◊,Pikachu pack,['Genetic Apex #101 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_101_EN_SM.webp,
Jolteon,Lightning,90,Pokémon,Stage 1,Eevee,"[{'name': 'Pin Missile', 'damage': '40x', 'energy': ['Electric', 'Normal'], 'description': 'Flip 4 coins. This attack does 40 damage for each heads.'}]",,Fighting,1,Kouki Saitou,It concentrates the weak electric charges emitted by its cells and launches wicked lightning bolts.,Genetic Apex (A1),A1-102,◊◊◊,Pikachu pack,['Genetic Apex #102 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_102_EN_SM.webp,
Zapdos,Lightning,100,Pokémon,Basic,,"[{'name': 'Raging Thunder', 'damage': '100', 'energy': ['Electric', 'Electric', 'Normal'], 'description': 'This attack also does 30 damage to 1 of your Benched Pokémon.'}]",,Lightning,1,Hitoshi Ariga,This Pokémon has complete control over electricity. There are tales of Zapdos nesting in the dark depths of pitch-black thunderclouds.,Genetic Apex (A1),A1-103,◊◊◊,Pikachu pack,['Genetic Apex #103 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_103_EN_SM.webp,
Zapdos ex,Lightning,130,Pokémon,Basic,,"[{'name': 'Peck', 'damage': '20', 'energy': ['Electric']}, {'name': 'Thundering Hurricane', 'damage': '50x', 'energy': ['Electric', 'Electric', 'Electric'], 'description': ''}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Lightning,1,PLANETA CG Works,,Genetic Apex (A1),A1-104,◊◊◊◊,Pikachu pack,"['Genetic Apex #104 ◊◊◊◊', 'Genetic Apex #260 ☆☆', 'Genetic Apex #276 ☆☆', 'Eevee Grove #105 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_104_EN_SM.webp,
Blitzle,Lightning,60,Pokémon,Basic,,"[{'name': 'Zap Kick', 'damage': '20', 'energy': ['Electric']}]",,Fighting,1,Shin Nagasawa,"When thunderclouds cover the sky, it will appear. It can catch lightning with its mane and store the electricity.",Genetic Apex (A1),A1-105,◊,,['Genetic Apex #105 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_105_EN_SM.webp,
Zebstrika,Lightning,90,Pokémon,Stage 1,Blitzle,"[{'name': 'Thunder Spear', 'damage': '', 'energy': ['Electric'], 'description': ""This attack does 30 damage to 1 of your opponent's Pokémon.""}]",,Fighting,1,Misa Tsutsui,"When this ill-tempered Pokémon runs wild, it shoots lightning from its mane in all directions.",Genetic Apex (A1),A1-106,◊◊,,['Genetic Apex #106 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_106_EN_SM.webp,
Tynamo,Lightning,30,Pokémon,Basic,,"[{'name': 'Tiny Charge', 'damage': '30', 'energy': ['Electric']}]",,Fighting,1,Asako Ito,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning.",Genetic Apex (A1),A1-107,◊,Mewtwo pack,['Genetic Apex #107 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_107_EN_SM.webp,
Eelektrik,Lightning,80,Pokémon,Stage 1,Tynamo,"[{'name': 'Head Bolt', 'damage': '40', 'energy': ['Electric']}]",,Fighting,2,Midori Harada,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.,Genetic Apex (A1),A1-108,◊◊,Mewtwo pack,['Genetic Apex #108 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_108_EN_SM.webp,
Eelektross,Lightning,140,Pokémon,Stage 2,Eelektrik,"[{'name': 'Thunder Fang', 'damage': '80', 'energy': ['Electric', 'Electric', 'Normal'], 'description': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]",,Fighting,3,hatachu,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,Genetic Apex (A1),A1-109,◊◊◊,Mewtwo pack,['Genetic Apex #109 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_109_EN_SM.webp,
Helioptile,Lightning,60,Pokémon,Basic,,"[{'name': 'Tail Whap', 'damage': '20', 'energy': ['Electric']}]",,Fighting,1,5ban Graphics,"When spread, the frills on its head act like solar panels, generating the power behind this Pokémon’s electric moves.",Genetic Apex (A1),A1-110,◊,,['Genetic Apex #110 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_110_EN_SM.webp,
Heliolisk,Lightning,90,Pokémon,Stage 1,Helioptile,"[{'name': 'Quick Attack', 'damage': '40+', 'energy': ['Normal', 'Normal'], 'description': 'Flip a coin. If heads, this attack does 40 more damage.'}]",,Fighting,1,otumami,One Heliolisk basking in the sun with its frill outspread is all it would take to produce enough electricity to power a city.,Genetic Apex (A1),A1-111,◊,,['Genetic Apex #111 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_111_EN_SM.webp,
Pincurchin,Lightning,70,Pokémon,Basic,,"[{'name': 'Thunder Shock', 'damage': '30', 'energy': ['Electric', 'Electric'], 'description': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]",,Fighting,1,Tika Matsuno,This Pokémon generates electricity when it digests food. It uses its five hard teeth to scrape seaweed off surfaces and eat it.,Genetic Apex (A1),A1-112,◊◊,,['Genetic Apex #112 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_112_EN_SM.webp,
Clefairy,Psychic,60,Pokémon,Basic,,"[{'name': 'Slap', 'damage': '20', 'energy': ['Psychic']}]",,Metal,1,kirisAki,It is said that happiness will come to those who see a gathering of Clefairy dancing under a full moon.,Genetic Apex (A1),A1-113,◊,Pikachu pack,['Genetic Apex #113 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_113_EN_SM.webp,
Clefable,Psychic,100,Pokémon,Stage 1,Clefairy,"[{'name': 'Magical Shot', 'damage': '40', 'energy': ['Psychic']}]",,Metal,1,Sanosuke Sakuma,"A timid fairy Pokémon that is rarely seen, it will run and hide the moment it senses people.",Genetic Apex (A1),A1-114,◊◊,Pikachu pack,['Genetic Apex #114 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_114_EN_SM.webp,
Abra,Psychic,60,Pokémon,Basic,,"[{'name': 'Teleport', 'damage': '', 'energy': ['Normal'], 'description': 'Switch this Pokémon with 1 of your Benched Pokémon.'}]",,Darkness,1,Aya Kusube,This Pokémon uses its psychic powers while it sleeps. The contents of Abra’s dreams affect the powers that the Pokémon wields.,Genetic Apex (A1),A1-115,◊,Charizard pack,['Genetic Apex #115 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_115_EN_SM.webp,
Kadabra,Psychic,80,Pokémon,Stage 1,Abra,"[{'name': 'Super Psy Bolt', 'damage': '60', 'energy': ['Psychic', 'Normal', 'Normal']}]",,Darkness,1,Ken Sugimori,"Using its psychic power, Kadabra levitates as it sleeps. It uses its springy tail as a pillow.",Genetic Apex (A1),A1-116,◊◊,Charizard pack,['Genetic Apex #116 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_116_EN_SM.webp,
Alakazam,Psychic,130,Pokémon,Stage 2,Kadabra,"[{'name': 'Psychic', 'damage': '60+', 'energy': ['Psychic', 'Normal', 'Normal'], 'description': ""This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.""}]",,Darkness,2,Kouki Saitou,"It has an incredibly high level of intelligence. Some say that Alakazam remembers everything that ever happens to it, from birth till death.",Genetic Apex (A1),A1-117,◊◊◊,Charizard pack,"['Genetic Apex #117 ◊◊◊', 'Genetic Apex #236 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_117_EN_SM.webp,
Slowpoke,Psychic,70,Pokémon,Basic,,"[{'name': 'Tail Whap', 'damage': '30', 'energy': ['Psychic', 'Normal']}]",,Darkness,2,Miki Tanaka,It is incredibly slow and dopey. It takes five seconds for it to feel pain when under attack.,Genetic Apex (A1),A1-118,◊,,"['Genetic Apex #118 ◊', 'Genetic Apex #237 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_118_EN_SM.webp,
Slowbro,Psychic,130,Pokémon,Stage 1,Slowpoke,"[{'name': 'Super Psy Bolt', 'damage': '80', 'energy': ['Psychic', 'Psychic', 'Normal']}]",,Darkness,3,Kagemaru Himeno,"When a Slowpoke went hunting in the sea, its tail was bitten by a Shellder. That made it evolve into Slowbro.",Genetic Apex (A1),A1-119,◊◊,,['Genetic Apex #119 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_119_EN_SM.webp,
Gastly,Psychic,60,Pokémon,Basic,,"[{'name': 'Suffocating Gas', 'damage': '20', 'energy': ['Psychic']}]",,Darkness,1,Masako Yamashita,"It wraps its opponent in its gas-like body, slowly weakening its prey by poisoning it through the skin.",Genetic Apex (A1),A1-120,◊,Mewtwo pack,['Genetic Apex #120 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_120_EN_SM.webp,
Haunter,Psychic,80,Pokémon,Stage 1,Gastly,"[{'name': 'Will-O-Wisp', 'damage': '30', 'energy': ['Psychic']}]",,Darkness,1,Nisata Niso,It likes to lurk in the dark and tap shoulders with a gaseous hand. Its touch causes endless shuddering.,Genetic Apex (A1),A1-121,◊◊,Mewtwo pack,"['Genetic Apex #121 ◊◊', 'Celestial Guardians #221 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_121_EN_SM.webp,
Gengar,Psychic,130,Pokémon,Stage 2,Haunter,"[{'name': 'Bother', 'damage': '50', 'energy': ['Psychic'], 'description': ""Your opponent can't use any Supporter cards from their hand during their next turn.""}]",,Darkness,2,Naoyo Kimura,"To steal the life of its target, it slips into the prey’s shadow and silently waits for an opportunity.",Genetic Apex (A1),A1-122,◊◊◊,Mewtwo pack,"['Genetic Apex #122 ◊◊◊', 'Celestial Guardians #222 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_122_EN_SM.webp,
Gengar ex,Psychic,170,Pokémon,Stage 2,Haunter,"[{'name': 'Spooky Shot', 'damage': '100', 'energy': ['Psychic', 'Psychic', 'Psychic']}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Darkness,2,PLANETA CG Works,,Genetic Apex (A1),A1-123,◊◊◊◊,Mewtwo pack,"['Genetic Apex #123 ◊◊◊◊', 'Genetic Apex #261 ☆☆', 'Genetic Apex #277 ☆☆', 'Celestial Guardians #234 ☆☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_123_EN_SM.webp,"Shadowy Spellbind: As long as this Pokémon is in the Active Spot, your opponent can't use any Supporter cards from their hand."
Drowzee,Psychic,70,Pokémon,Basic,,"[{'name': 'Mumble', 'damage': '30', 'energy': ['Psychic', 'Normal']}]",,Darkness,2,Yukiko Baba,It remembers every dream it eats. It rarely eats the dreams of adults because children’s are much tastier.,Genetic Apex (A1),A1-124,◊,Pikachu pack,['Genetic Apex #124 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_124_EN_SM.webp,
Hypno,Psychic,100,Pokémon,Stage 1,Drowzee,"[{'name': 'Psypunch', 'damage': '50', 'energy': ['Psychic', 'Psychic', 'Normal']}]",,Darkness,2,Shigenori Negishi,"When it locks eyes with an enemy, it will use a mix of psi moves, such as Hypnosis and Confusion.",Genetic Apex (A1),A1-125,◊◊◊,Pikachu pack,['Genetic Apex #125 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_125_EN_SM.webp,"Sleep Pendulum: Once during your turn, you may flip a coin. If heads, your opponent's Active Pokémon is now Asleep."
Mr. Mime,Psychic,80,Pokémon,Basic,,"[{'name': 'Barrier Attack', 'damage': '30', 'energy': ['Psychic', 'Normal'], 'description': ""During your opponent's next turn, this Pokémon takes -20 damage from attacks.""}]",,Darkness,1,Kagemaru Himeno,The broadness of its hands may be no coincidence—many scientists believe its palms became enlarged specifically for pantomiming.,Genetic Apex (A1),A1-126,◊◊,Mewtwo pack,['Genetic Apex #126 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_126_EN_SM.webp,
Jynx,Psychic,80,Pokémon,Basic,,"[{'name': 'Psychic', 'damage': '30+', 'energy': ['Psychic', 'Normal'], 'description': ""This attack does 20 more damage for each Energy attached to your opponent's Active Pokémon.""}]",,Darkness,1,Oswaldo KATO,Its strange cries sound like human language. There are some musicians who compose songs for Jynx to sing.,Genetic Apex (A1),A1-127,◊,Mewtwo pack,"['Genetic Apex #127 ◊', 'Extradimensional Crisis #94 ☆']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_127_EN_SM.webp,
Mewtwo,Psychic,120,Pokémon,Basic,,"[{'name': 'Power Blast', 'damage': '120', 'energy': ['Psychic', 'Psychic', 'Normal', 'Normal'], 'description': 'Discard 2 [P] Energy from this Pokémon.'}]",,Darkness,2,kawayoo,It was created by a scientist after years of horrific gene-splicing and DNA-engineering experiments.,Genetic Apex (A1),A1-128,◊◊◊,Mewtwo pack,['Genetic Apex #128 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_128_EN_SM.webp,
Mewtwo ex,Psychic,150,Pokémon,Basic,,"[{'name': 'Psychic Sphere', 'damage': '50', 'energy': ['Psychic', 'Normal']}, {'name': 'Psydrive', 'damage': '150', 'energy': ['Psychic', 'Psychic', 'Normal', 'Normal'], 'description': ''}]","ex rule: When your Pokémon ex is Knocked Out, your opponent gets 2 points.",Darkness,2,PLANETA Mochizuki,,Genetic Apex (A1),A1-129,◊◊◊◊,Mewtwo pack,"['Genetic Apex #129 ◊◊◊◊', 'Genetic Apex #262 ☆☆', 'Genetic Apex #282 ☆☆☆', 'Genetic Apex #286 Crown Rare']",https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_129_EN_SM.webp,
Ralts,Psychic,60,Pokémon,Basic,,"[{'name': 'Ram', 'damage': '10', 'energy': ['Normal']}]",,Darkness,1,Yuka Morii,The horns on its head provide a strong power that enables it to sense people’s emotions.,Genetic Apex (A1),A1-130,◊,Mewtwo pack,['Genetic Apex #130 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_130_EN_SM.webp,
Kirlia,Psychic,80,Pokémon,Stage 1,Ralts,"[{'name': 'Smack', 'damage': '30', 'energy': ['Psychic', 'Normal']}]",,Darkness,1,sowsow,It has a psychic power that enables it to distort the space around it and see into the future.,Genetic Apex (A1),A1-131,◊◊,Mewtwo pack,['Genetic Apex #131 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_131_EN_SM.webp,
Gardevoir,Psychic,110,Pokémon,Stage 2,Kirlia,"[{'name': 'Psyshot', 'damage': '60', 'energy': ['Psychic', 'Psychic', 'Normal']}]",,Darkness,2,Yuu Nishida,"To protect its Trainer, it will expend all its psychic power to create a small black hole.",Genetic Apex (A1),A1-132,◊◊◊,Mewtwo pack,['Genetic Apex #132 ◊◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_132_EN_SM.webp,"Psy Shadow: Once during your turn, you may take 1 [P] Energy from your Energy Zone and attach it to the [P] Pokémon in the Active Spot."
Woobat,Psychic,60,Pokémon,Basic,,"[{'name': 'Gnaw', 'damage': '10', 'energy': ['Normal']}]",,Darkness,1,MAHOU,"While inside a cave, if you look up and see lots of heart-shaped marks lining the walls, it’s evidence that Woobat live there.",Genetic Apex (A1),A1-133,◊,,['Genetic Apex #133 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_133_EN_SM.webp,
Swoobat,Psychic,90,Pokémon,Stage 1,Woobat,"[{'name': 'Heart Stamp', 'damage': '60', 'energy': ['Psychic', 'Normal']}]",,Darkness,1,Masakazu Fukuda,"Emitting powerful sound waves tires it out. Afterward, it won’t be able to fly for a little while.",Genetic Apex (A1),A1-134,◊,,['Genetic Apex #134 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_134_EN_SM.webp,
Golett,Psychic,90,Pokémon,Basic,,"[{'name': 'Mega Punch', 'damage': '50', 'energy': ['Psychic', 'Normal', 'Normal']}]",,Darkness,3,Kyoko Umemoto,"They were sculpted from clay in ancient times. No one knows why, but some of them are driven to continually line up boulders.",Genetic Apex (A1),A1-135,◊,,['Genetic Apex #135 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_135_EN_SM.webp,
Golurk,Psychic,140,Pokémon,Stage 1,Golett,"[{'name': 'Double Lariat', 'damage': '100x', 'energy': ['Psychic', 'Psychic', 'Normal', 'Normal'], 'description': 'Flip 2 coins. This attack does 100 damage for each heads.'}]",,Darkness,4,match,Artillery platforms built into the walls of ancient castles served as perches from which Golurk could fire energy beams.,Genetic Apex (A1),A1-136,◊◊,,['Genetic Apex #136 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_136_EN_SM.webp,
Sandshrew,Fighting,70,Pokémon,Basic,,"[{'name': 'Scratch', 'damage': '10', 'energy': ['N/A']}]",,Grass,1,Miki Tanaka,"It loves to bathe in the grit of dry, sandy areas. By sand bathing, the Pokémon rids itself of dirt and moisture clinging to its body.",Genetic Apex (A1),A1-137,◊,,['Genetic Apex #137 ◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_137_EN_SM.webp,
Sandslash,Fighting,100,Pokémon,Stage 1,Sandshrew,"[{'name': 'Slash', 'damage': '70', 'energy': ['N/A', 'N/A']}]",,Grass,2,Miki Tanaka,"The drier the area Sandslash lives in, the harder and smoother the Pokémon’s spikes will feel when touched.",Genetic Apex (A1),A1-138,◊◊,,['Genetic Apex #138 ◊◊'],https://limitlesstcg.nyc3.cdn.digitaloceanspaces.com/pocket/A1/A1_138_EN_SM.webp,
